Rk,Player,From,To,No of Season,Tm,Lg,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,Y/Tgt
764,James Washington,2018,2019,2,PIT,NFL,18,9,53,22,305,13.86,1,16.9,41.50%,5.75
765,Marquise Brown,2019,2019,1,RAV,NFL,4,4,34,18,304,16.89,2,76,52.90%,8.94
766,Jeff Ogden,1998,2002,5,TOT,NFL,67,0,52,28,304,10.86,1,4.5,53.80%,5.85
767,Derrick Shepard,1989,1991,3,TOT,NFL,29,8,,20,304,15.2,1,10.5,,
768,Flip Johnson,1989,1989,1,BUF,NFL,16,5,,25,303,12.12,1,18.9,,
769,Tavarres King,2014,2017,4,TOT,NFL,17,3,44,22,303,13.77,3,17.8,50.00%,6.89
770,Mike Alexander,1989,1991,3,TOT,NFL,19,1,,16,302,18.88,1,15.9,,
771,Ronnie Harris,1993,1999,7,TOT,NFL,69,0,30,18,296,16.44,0,4.3,60.00%,9.87
772,Chris Owusu,2012,2015,4,TOT,NFL,25,6,43,26,296,11.38,1,11.8,60.50%,6.88
773,Ron Johnson,1989,1989,1,PHI,NFL,14,9,,20,295,14.75,1,21.1,,
774,Jammi German,1998,2001,4,TOT,NFL,35,0,35,20,294,14.7,3,8.4,57.10%,8.4
775,Brittan Golden,2012,2017,6,TOT,NFL,46,1,34,18,293,16.28,1,6.4,52.90%,8.62
776,Mike Williams,1989,1995,7,TOT,NFL,59,0,41,21,292,13.9,0,4.9,,
777,Corey Fuller,2014,2015,2,DET,NFL,28,2,40,18,288,16,1,10.3,45.00%,7.2
778,Kevin Kasper,2001,2006,6,TOT,NFL,39,9,46,24,287,11.96,3,7.4,52.20%,6.24
779,Kevin White,2016,2018,3,CHI,NFL,14,5,48,25,285,11.4,0,20.4,52.10%,5.94
780,Fabien Bownes,1995,2001,7,TOT,NFL,80,0,35,21,283,13.48,2,3.5,60.00%,8.09
781,Nick Toon,2012,2015,4,TOT,NFL,17,5,35,21,283,13.48,1,16.6,60.00%,8.09
782,Reggie Jones,1995,2001,7,TOT,NFL,21,2,47,27,282,10.44,0,13.4,57.40%,6
783,Nick Williams,2013,2018,6,TOT,NFL,26,0,52,30,280,9.33,2,10.8,57.70%,5.38
784,Armon Binns,2012,2014,3,TOT,NFL,11,5,40,24,277,11.54,1,25.2,60.00%,6.93
785,Tywan Mitchell,2000,2001,2,CRD,NFL,26,5,51,30,276,9.2,2,10.6,58.80%,5.41
786,Scott Miller,1991,1996,6,MIA,NFL,55,1,26,21,274,13.05,1,5,,
787,John Burke,1994,1998,5,TOT,NFL,60,19,52,28,273,9.75,0,4.6,53.80%,5.25
788,Mac Cody,1999,2000,2,CRD,NFL,28,1,38,23,272,11.83,1,9.7,60.50%,7.16
789,DeVier Posey,2012,2014,3,HTX,NFL,26,1,40,22,272,12.36,0,10.5,55.00%,6.8
790,Damon Gibson,1998,2002,5,TOT,NFL,36,0,30,21,271,12.9,3,7.5,70.00%,9.03
791,Don Holmes,1989,1990,2,CRD,NFL,21,1,,13,271,20.85,1,12.9,,
792,Ryan Thelwell,1998,1998,1,SDG,NFL,6,3,37,16,268,16.75,1,44.7,43.20%,7.24
793,Karl Hankton,1998,2006,9,TOT,NFL,114,1,38,20,267,13.35,0,2.3,52.60%,7.03
794,D.K. Metcalf,2019,2019,1,SEA,NFL,5,4,26,12,267,22.25,2,53.4,46.20%,10.27
795,Jonathan Carter,2001,2004,4,TOT,NFL,25,1,25,14,266,19,2,10.6,56.00%,10.64
796,Al Edwards,1990,1992,3,BUF,NFL,37,7,2,26,264,10.15,1,7.1,,
797,Bryan Reeves,1994,1995,2,CRD,NFL,19,0,38,20,264,13.2,1,13.9,52.60%,6.95
798,Braxton Miller,2016,2017,2,HTX,NFL,21,9,57,34,261,7.68,2,12.4,59.60%,4.58
799,Lee DeRamus,1995,1996,2,NOR,NFL,23,4,50,21,258,12.29,1,11.2,42.00%,5.16
800,Isaiah McKenzie,2017,2019,3,TOT,NFL,23,1,46,25,257,10.28,1,11.2,54.30%,5.59
801,Terry McLaurin,2019,2019,1,WAS,NFL,3,3,24,16,257,16.06,3,85.7,66.70%,10.71
802,Drew Davis,2012,2014,3,ATL,NFL,38,3,24,16,256,16,3,6.7,66.70%,10.67
803,Marvin Hall,2017,2019,3,TOT,NFL,26,0,31,14,256,18.29,2,9.8,45.20%,8.26
804,Tanner McEvoy,2016,2018,3,TOT,NFL,31,0,20,14,253,18.07,2,8.2,70.00%,12.65
805,Keith Crawford,1993,1999,7,TOT,NFL,62,2,25,13,252,19.38,0,4.1,52.00%,10.08
806,Johnny Holton,2016,2019,4,TOT,NFL,36,1,25,11,252,22.91,3,7,44.00%,10.08
807,Tommylee Lewis,2016,2018,3,NOR,NFL,34,4,28,20,252,12.6,2,7.4,71.40%,9
808,Kenny Shedd,1996,2000,5,TOT,NFL,60,1,37,16,252,15.75,1,4.2,43.20%,6.81
809,John Standeford,2008,2009,2,DET,NFL,11,4,37,16,249,15.56,0,22.6,43.20%,6.73
810,Devin Smith,2015,2019,5,TOT,NFL,18,5,40,15,248,16.53,2,13.8,37.50%,6.2
811,Dietrich Jells,1996,1999,4,TOT,NFL,41,4,44,14,247,17.64,2,6,31.80%,5.61
812,Joe Johnson,1989,1992,4,TOT,NFL,47,6,44,24,247,10.29,1,5.3,,
813,Damion Ratley,2018,2019,2,CLE,NFL,17,5,33,21,247,11.76,0,14.5,63.60%,7.48
814,Cobi Hamilton,2014,2017,4,TOT,NFL,14,10,34,18,242,13.44,2,17.3,52.90%,7.12
815,Nate Jackson,2003,2008,6,DEN,NFL,41,4,41,27,240,8.89,2,5.9,65.90%,5.85
816,Larry Parker,1999,2001,3,KAN,NFL,38,4,43,18,240,13.33,2,6.3,41.90%,5.58
817,Sean Ryan,2004,2009,6,TOT,NFL,53,15,46,26,240,9.23,2,4.5,56.50%,5.22
818,Ken-Yon Rambo,2001,2002,2,DAL,NFL,29,0,39,17,239,14.06,0,8.2,43.60%,6.13
819,James Roe,1996,1998,3,RAV,NFL,23,7,29,15,239,15.93,1,10.4,51.70%,8.24
820,Neal Sterling,2015,2018,4,TOT,NFL,35,6,34,24,239,9.96,0,6.8,70.60%,7.03
821,Freddie Martino,2014,2018,5,TOT,NFL,26,0,19,13,238,18.31,1,9.2,68.40%,12.53
822,Darius Jennings,2015,2019,5,TOT,NFL,24,1,40,27,235,8.7,0,9.8,67.50%,5.88
823,Yatil Green,1999,1999,1,MIA,NFL,8,1,40,18,234,13,0,29.3,45.00%,5.85
824,Junior Hemingway,2012,2014,3,KAN,NFL,31,3,42,25,233,9.32,2,7.5,59.50%,5.55
825,Jermaine Ross,1994,1997,4,RAM,NFL,23,0,44,19,233,12.26,1,10.1,43.20%,5.3
826,Aundrae Allison,2007,2008,2,MIN,NFL,26,0,40,18,231,12.83,0,8.9,45.00%,5.78
827,Danny Peebles,1989,1991,3,TOT,NFL,30,2,,17,230,13.53,1,7.7,,
828,Damiere Byrd,2016,2019,4,TOT,NFL,20,6,38,24,225,9.38,2,11.3,63.20%,5.92
829,Trent Sherfield,2018,2019,2,CRD,NFL,17,2,32,20,225,11.25,1,13.2,62.50%,7.03
830,Sanjay Beach,1989,1993,5,TOT,NFL,42,11,45,26,224,8.62,2,5.3,,
831,A.J. Brown,2019,2019,1,OTI,NFL,4,3,17,10,223,22.3,2,55.8,58.80%,13.12
832,A.J. Jenkins,2012,2014,3,TOT,NFL,28,3,33,17,223,13.12,0,8,51.50%,6.76
833,Hason Graham,1995,1996,2,NWE,NFL,19,1,38,15,220,14.67,2,11.6,39.50%,5.79
834,Alex Van Dyke,1996,2000,5,TOT,NFL,42,1,61,26,219,8.42,3,5.2,42.60%,3.59
835,Glenn Martinez,2005,2009,5,TOT,NFL,26,1,35,18,218,12.11,0,8.4,51.40%,6.23
836,DeAndre Carter,2018,2019,2,TOT,NFL,18,5,26,23,215,9.35,0,11.9,88.50%,8.27
837,Stacey Bailey,1989,1990,2,ATL,NFL,18,1,,12,214,17.83,0,11.9,,
838,Charone Peake,2016,2018,3,NYJ,NFL,31,1,39,22,214,9.73,0,6.9,56.40%,5.49
839,Darius Johnson,2013,2013,1,ATL,NFL,10,2,43,22,210,9.55,1,21,51.20%,4.88
840,Gregg Garrity,1989,1989,1,PHI,NFL,9,0,,13,209,16.08,2,23.2,,
841,Keith Kirkwood,2018,2019,2,NOR,NFL,9,1,21,13,209,16.08,2,23.2,61.90%,9.95
842,Doug Thomas,1991,1993,3,SEA,NFL,39,4,56,22,207,9.41,0,5.3,,
843,Tony Hargain,1992,1992,1,KAN,NFL,12,0,29,17,205,12.06,0,17.1,58.60%,7.07
844,Charlie Adams,2003,2005,3,DEN,NFL,24,2,40,21,203,9.67,0,8.5,52.50%,5.08
845,Reggie Germany,2001,2001,1,BUF,NFL,16,1,21,12,203,16.92,0,12.7,57.10%,9.67
846,Chad Williams,2017,2018,2,CRD,NFL,16,8,53,20,202,10.1,1,12.6,37.70%,3.81
847,Preston Williams,2019,2019,1,MIA,NFL,4,4,30,15,201,13.4,1,50.3,50.00%,6.7
848,Jeff Janis,2014,2017,4,GNB,NFL,51,1,38,17,200,11.76,1,3.9,44.70%,5.26
849,Richie James,2018,2019,2,SFO,NFL,16,2,22,13,198,15.23,2,12.4,59.10%,9
850,Keith Mumphery,2015,2016,2,HTX,NFL,27,6,44,24,198,8.25,0,7.3,54.50%,4.5
851,James Wright,2014,2016,3,CIN,NFL,24,2,35,18,197,10.94,0,8.2,51.40%,5.63
852,Javontee Herndon,2014,2015,2,SDG,NFL,8,2,33,24,195,8.13,0,24.4,72.70%,5.91
853,Dominique Zeigler,2008,2010,3,SFO,NFL,19,0,23,14,195,13.93,0,10.3,60.90%,8.48
854,Tommie Boyd,1997,1998,2,DET,NFL,25,1,36,14,194,13.86,1,7.8,38.90%,5.39
855,Leo Lewis,1989,1991,3,TOT,NFL,46,0,,17,193,11.35,1,4.2,,
856,Leonte Carroo,2016,2018,3,MIA,NFL,37,2,22,12,192,16,2,5.2,54.50%,8.73
857,Da'Rick Rogers,2013,2013,1,CLT,NFL,5,3,23,14,192,13.71,2,38.4,60.90%,8.35
858,Rashad Ross,2014,2016,3,TOT,NFL,22,0,14,9,192,21.33,1,8.7,64.30%,13.71
859,Mike Wilson,1989,1990,2,SFO,NFL,32,1,,16,192,12,1,6,,
860,Johnnie Barnes,1992,1995,4,TOT,NFL,29,0,24,14,191,13.64,0,6.6,58.30%,7.96
861,LeRon McCoy,2005,2005,1,CRD,NFL,10,4,30,18,191,10.61,1,19.1,60.00%,6.37
862,Pharoh Cooper,2016,2019,4,TOT,NFL,34,4,40,25,190,7.6,0,5.6,62.50%,4.75
863,Dwayne Blakley,2004,2007,4,ATL,NFL,59,9,38,21,189,9,1,3.2,55.30%,4.97
864,Stevie Anderson,1994,1996,3,TOT,NFL,23,0,30,16,188,11.75,1,8.2,53.30%,6.27
865,Charles Davenport,1992,1994,3,PIT,NFL,38,1,27,13,187,14.38,0,4.9,48.10%,6.93
866,Mark Harris,1996,1999,4,SFO,NFL,37,2,24,13,186,14.31,0,5,54.20%,7.75
867,Lestar Jean,2012,2013,2,HTX,NFL,27,1,20,10,186,18.6,1,6.9,50.00%,9.3
868,James Milling,1990,1992,3,ATL,NFL,18,0,4,21,186,8.86,1,10.3,,
869,Rashad Greene,2015,2018,4,JAX,NFL,25,1,51,30,185,6.17,2,7.4,58.80%,3.63
870,Kendal Smith,1989,1990,2,CIN,NFL,20,2,,17,185,10.88,1,9.3,,
871,Terrence Austin,2010,2011,2,WAS,NFL,18,0,31,15,184,12.27,0,10.2,48.40%,5.94
872,Trey Quinn,2018,2019,2,WAS,NFL,7,5,34,24,184,7.67,2,26.3,70.60%,5.41
873,Juron Criner,2012,2014,3,TOT,NFL,13,0,41,19,183,9.63,1,14.1,46.30%,4.46
874,Syndric Steptoe,2008,2008,1,CLE,NFL,16,5,41,19,182,9.58,0,11.4,46.30%,4.44
875,Glen Kozlowski,1989,1992,4,CHI,NFL,47,0,3,13,180,13.85,0,3.8,,
876,Auden Tate,2018,2019,2,CIN,NFL,10,2,30,15,179,11.93,0,17.9,50.00%,5.97
877,Lance Long,2009,2012,4,TOT,NFL,8,1,38,20,178,8.9,0,22.3,52.60%,4.68
878,Bernard Ford,1989,1990,2,TOT,NFL,24,1,,17,176,10.35,2,7.3,,
879,Chris Matthews,2014,2017,4,TOT,NFL,22,0,31,16,176,11,1,8,51.60%,5.68
880,Pat Newman,1991,1994,4,TOT,NFL,34,0,27,14,175,12.5,1,5.1,,
881,Glenn Holt,2006,2008,3,CIN,NFL,42,2,37,20,172,8.6,2,4.1,54.10%,4.65
882,Chad Jackson,2006,2008,3,TOT,NFL,18,1,20,14,171,12.21,3,9.5,70.00%,8.55
883,Diontae Johnson,2019,2019,1,PIT,NFL,4,2,21,13,171,13.15,2,42.8,61.90%,8.14
884,Ahmad Merritt,2001,2003,3,CHI,NFL,29,4,42,19,170,8.95,0,5.9,45.20%,4.05
885,Jesse Holley,2010,2011,2,DAL,NFL,28,0,7,7,169,24.14,0,6,100.00%,24.14
886,Sean Morey,1999,2009,11,TOT,NFL,112,0,25,11,168,15.27,0,1.5,44.00%,6.72
887,Mecole Hardman,2019,2019,1,KAN,NFL,4,2,17,8,167,20.88,2,41.8,47.10%,9.82
888,Josh Cooper,2012,2013,2,CLE,NFL,11,0,33,17,166,9.76,0,15.1,51.50%,5.03
889,Travis Hannah,1993,1995,3,OTI,NFL,37,0,18,13,166,12.77,0,4.5,72.20%,9.22
890,Ron Brown,1989,1991,3,TOT,NFL,38,0,,8,165,20.63,1,4.3,,
891,Dameane Douglas,1999,2002,4,PHI,NFL,52,0,28,14,165,11.79,3,3.2,50.00%,5.89
892,Trevor Insley,2001,2001,1,CLT,NFL,11,0,21,14,165,11.79,1,15,66.70%,7.86
893,Nate Jacquet,1997,2001,5,TOT,NFL,55,0,27,10,165,16.5,0,3,37.00%,6.11
894,Carl Bland,1989,1990,2,GNB,NFL,30,0,,11,164,14.91,1,5.5,,
895,Chris Cole,2000,2003,4,DEN,NFL,35,2,27,12,164,13.67,0,4.7,44.40%,6.07
896,Jared Abbrederis,2014,2017,4,TOT,NFL,21,0,25,13,163,12.54,0,7.8,52.00%,6.52
897,Edell Shepherd,2003,2006,4,TOT,NFL,25,0,19,13,163,12.54,1,6.5,68.40%,8.58
898,Chastin West,2011,2011,1,JAX,NFL,12,1,27,13,163,12.54,2,13.6,48.10%,6.04
899,Ira Hillary,1989,1990,2,TOT,NFL,19,1,,17,162,9.53,1,8.5,,
900,Jalin Marshall,2016,2016,1,NYJ,NFL,10,1,23,14,162,11.57,2,16.2,60.90%,7.04
901,Scottie Montgomery,2000,2002,3,DEN,NFL,27,0,29,16,160,10,1,5.9,55.20%,5.52
902,Rashaun Woods,2004,2004,1,SFO,NFL,14,0,23,7,160,22.86,1,11.4,30.40%,6.96
903,Joey Kent,1997,1999,3,OTI,NFL,30,0,24,13,159,12.23,1,5.3,54.20%,6.63
904,Bryce Treggs,2016,2017,2,TOT,NFL,15,2,30,8,159,19.88,0,10.6,26.70%,5.3
905,Stacey Mobley,1989,1989,1,DET,NFL,10,6,,13,158,12.15,0,15.8,,
906,Chad Hall,2010,2013,4,TOT,NFL,25,1,34,16,155,9.69,2,6.2,47.10%,4.56
907,Marcell Ateman,2018,2018,1,RAI,NFL,7,6,31,15,154,10.27,1,22,48.40%,4.97
908,Lee Mays,2002,2006,5,PIT,NFL,49,1,28,11,154,14,0,3.1,39.30%,5.5
909,R. Jay Soward,2000,2000,1,JAX,NFL,13,2,34,14,154,11,1,11.8,41.20%,4.53
910,Myles White,2013,2015,3,TOT,NFL,19,0,32,16,154,9.63,1,8.1,50.00%,4.81
911,Tre McBride,2015,2017,3,TOT,NFL,17,3,19,10,152,15.2,1,8.9,52.60%,8
912,Devin Street,2014,2016,3,TOT,NFL,35,2,26,10,152,15.2,1,4.3,38.50%,5.85
913,Dorin Dickerson,2010,2013,4,TOT,NFL,24,0,20,11,151,13.73,0,6.3,55.00%,7.55
914,Stephen Burton,2011,2013,3,TOT,NFL,19,3,27,15,149,9.93,1,7.8,55.60%,5.52
915,Marcus Johnson,2017,2018,2,TOT,NFL,15,0,16,11,147,13.36,1,9.8,68.80%,9.19
916,Deebo Samuel,2019,2019,1,SFO,NFL,3,2,14,11,147,13.36,1,49,78.60%,10.5
917,Jamaar Taylor,2004,2005,2,NYG,NFL,13,0,18,6,146,24.33,0,11.2,33.30%,8.11
918,Jim Gustafson,1989,1989,1,MIN,NFL,16,0,,14,144,10.29,2,9,,
919,Deontay Burnett,2018,2018,1,NYJ,NFL,5,1,15,10,143,14.3,0,28.6,66.70%,9.53
920,Avion Black,2000,2002,3,TOT,NFL,27,0,26,14,142,10.14,0,5.3,53.80%,5.46
921,Walt Powell,2014,2016,3,TOT,NFL,15,2,25,14,142,10.14,0,9.5,56.00%,5.68
922,Curtis Marsh,1995,1997,3,TOT,NFL,15,0,24,9,141,15.67,0,9.4,37.50%,5.88
923,Chris Harper,2015,2016,2,TOT,NFL,14,2,24,14,139,9.93,0,9.9,58.30%,5.79
924,Lynn James,1990,1991,2,TOT,NFL,25,1,,10,139,13.9,1,5.6,,
925,Brad Lamb,1992,1993,2,BUF,NFL,8,0,12,7,139,19.86,0,17.4,58.30%,11.58
926,Keith McDonald,1989,1989,1,DET,NFL,6,3,,12,138,11.5,0,23,,
927,David Daniels,1991,1992,2,SEA,NFL,29,1,11,9,137,15.22,0,4.7,,
928,Damon Griffin,1999,2000,2,CIN,NFL,21,0,30,14,137,9.79,0,6.5,46.70%,4.57
929,Justin Swift,1999,2002,4,TOT,NFL,49,7,29,22,137,6.23,1,2.8,75.90%,4.72
930,Courtney Taylor,2007,2008,2,SEA,NFL,18,4,31,14,136,9.71,0,7.6,45.20%,4.39
931,Cornell Burbage,1989,1989,1,DAL,NFL,10,1,,17,134,7.88,0,13.4,,
932,Donteea Dye,2015,2016,2,TAM,NFL,11,6,30,11,132,12,1,12,36.70%,4.4
933,Armanti Edwards,2010,2013,4,TOT,NFL,41,0,16,6,131,21.83,0,3.2,37.50%,8.19
934,Mike Thomas,2016,2019,4,RAM,NFL,29,1,16,8,130,16.25,0,4.5,50.00%,8.13
935,Brandon Powell,2018,2018,1,DET,NFL,6,1,17,11,129,11.73,0,21.5,64.70%,7.59
936,Michael Harper,1989,1989,1,NYJ,NFL,6,4,,7,127,18.14,0,21.2,,
937,Chris Brazzell,1999,2000,2,DAL,NFL,14,0,15,7,126,18,0,9,46.70%,8.4
938,John Broussard,2007,2007,1,JAX,NFL,8,0,12,4,126,31.5,1,15.8,33.30%,10.5
939,Windrell Hayes,2000,2001,2,NYJ,NFL,9,1,21,6,126,21,0,14,28.60%,6
940,Carlyle Holiday,2005,2007,3,TOT,NFL,10,2,18,9,126,14,0,12.6,50.00%,7
941,Ron Johnson,2002,2003,2,RAV,NFL,22,4,29,11,126,11.45,1,5.7,37.90%,4.34
942,Paul Turner,2016,2016,1,PHI,NFL,4,2,14,9,126,14,0,31.5,64.30%,9
943,Bradley Marquez,2015,2018,4,TOT,NFL,32,1,29,16,125,7.81,0,3.9,55.20%,4.31
944,Trevor Davis,2016,2019,4,TOT,NFL,32,1,15,9,122,13.56,1,3.8,60.00%,8.13
945,Patrick Turner,2009,2012,4,TOT,NFL,24,1,22,10,122,12.2,1,5.1,45.50%,5.55
946,Alex Bannister,2001,2006,6,TOT,NFL,59,4,24,9,121,13.44,1,2.1,37.50%,5.04
947,Josh Boyce,2013,2014,2,NWE,NFL,10,3,19,9,121,13.44,0,12.1,47.40%,6.37
948,David Mims,1993,1994,2,ATL,NFL,17,4,27,15,121,8.07,1,7.1,55.60%,4.48
949,Derek Stanley,2007,2009,3,RAM,NFL,15,0,13,6,119,19.83,1,7.9,46.20%,9.15
950,Eugene Baker,1999,2004,6,TOT,NFL,8,1,14,7,118,16.86,0,14.8,50.00%,8.43
951,Jimmy Farris,2003,2007,5,TOT,NFL,36,0,17,7,118,16.86,2,3.3,41.20%,6.94
952,Frank Pillow,1989,1990,2,TAM,NFL,19,2,,8,118,14.75,0,6.2,,
953,Max Komar,2010,2011,2,TOT,NFL,10,0,22,12,117,9.75,0,11.7,54.50%,5.32
954,Jake Kumerow,2018,2019,2,GNB,NFL,7,2,12,9,115,12.78,1,16.4,75.00%,9.58
955,Verran Tucker,2010,2010,1,KAN,NFL,11,2,19,6,114,19,1,10.4,31.60%,6
956,John Jackson,1990,1996,7,TOT,NFL,36,3,1,9,113,12.56,1,3.1,,
957,Jeff Maehl,2011,2014,4,TOT,NFL,27,0,15,9,113,12.56,1,4.2,60.00%,7.53
958,Marcus Thigpen,2012,2015,4,TOT,NFL,50,0,14,9,112,12.44,1,2.2,64.30%,8
959,Darryl Spencer,1994,1995,2,ATL,NFL,13,1,19,7,111,15.86,0,8.5,36.80%,5.84
960,Adrian Arrington,2010,2012,3,NOR,NFL,5,0,12,9,110,12.22,0,22,75.00%,9.17
961,Chad Beebe,2018,2019,2,MIN,NFL,6,0,6,6,109,18.17,0,18.2,100.00%,18.17
962,KeeSean Johnson,2019,2019,1,CRD,NFL,4,1,19,11,109,9.91,0,27.3,57.90%,5.74
963,Tab Perry,2005,2007,3,CIN,NFL,20,1,16,10,109,10.9,1,5.5,62.50%,6.81
964,Kevin Elliott,2012,2012,1,JAX,NFL,13,1,31,10,108,10.8,0,8.3,32.30%,3.48
965,Phil Epps,1989,1989,1,NYJ,NFL,10,0,,8,108,13.5,0,10.8,,
966,Marques Hagans,2007,2008,2,TOT,NFL,10,1,17,9,108,12,0,10.8,52.90%,6.35
967,Jamal Jones,2005,2006,2,TOT,NFL,14,1,11,6,108,18,1,7.7,54.50%,9.82
968,Wallace Wright,2006,2009,4,NYJ,NFL,53,1,14,8,108,13.5,0,2,57.10%,7.71
969,Carlos Carson,1989,1989,1,2TM,NFL,13,4,,8,107,13.38,1,8.2,,
970,Kevin Lee,1995,1996,2,TOT,NFL,9,2,28,8,107,13.38,0,11.9,28.60%,3.82
971,Dale Dawkins,1990,1993,4,NYJ,NFL,36,0,1,8,106,13.25,0,2.9,,
972,Andrae Thurman,2004,2005,2,TOT,NFL,17,1,16,9,104,11.56,0,6.1,56.30%,6.5
973,Yamon Figurs,2007,2010,4,TOT,NFL,34,0,12,5,103,20.6,1,3,41.70%,8.58
974,Kenny Jackson,1989,1991,3,TOT,NFL,40,2,,9,103,11.44,0,2.6,,
975,Kevin Norwood,2014,2015,2,TOT,NFL,10,2,11,9,102,11.33,0,10.2,81.80%,9.27
976,Mercury Hayes,1996,1997,2,TOT,NFL,13,0,11,4,101,25.25,0,7.8,36.40%,9.18
977,Travis Rudolph,2017,2017,1,NYG,NFL,7,1,21,8,101,12.63,0,14.4,38.10%,4.81
978,Stephen Williams,2010,2013,4,TOT,NFL,19,3,27,9,101,11.22,0,5.3,33.30%,3.74
979,Brian Clark,2006,2010,5,TOT,NFL,38,0,27,11,100,9.09,0,2.6,40.70%,3.7
980,Tony Kimbrough,1993,1994,2,DEN,NFL,27,0,17,10,99,9.9,0,3.7,58.80%,5.82
981,Andre Cooper,1999,1999,1,DEN,NFL,10,1,17,9,98,10.89,0,9.8,52.90%,5.76
982,Mark Stock,1989,1996,8,TOT,NFL,25,0,4,6,98,16.33,0,3.9,,
983,Austin Carr,2017,2019,3,NOR,NFL,17,3,14,9,97,10.78,2,5.7,64.30%,6.93
984,James Hardy,2008,2009,2,BUF,NFL,16,3,25,10,96,9.6,2,6,40.00%,3.84
985,Darnell McDonald,1999,1999,1,TAM,NFL,8,0,14,9,96,10.67,1,12,64.30%,6.86
986,Ifeanyi Momah,2014,2017,4,TOT,NFL,14,3,6,3,96,32,0,6.9,50.00%,16
987,Michael Preston,2012,2013,2,OTI,NFL,11,0,13,10,96,9.6,2,8.7,76.90%,7.38
988,Javon Wims,2018,2019,2,CHI,NFL,8,1,13,9,96,10.67,0,12,69.20%,7.38
989,Dondre Gilliam,2002,2003,2,SDG,NFL,7,1,8,6,95,15.83,0,13.6,75.00%,11.88
990,Darius Slayton,2019,2019,1,NYG,NFL,2,0,7,5,95,19,0,47.5,71.40%,13.57
991,Justin Brown,2014,2014,1,PIT,NFL,8,1,21,12,94,7.83,0,11.8,57.10%,4.48
992,Chad Hansen,2017,2017,1,NYJ,NFL,15,1,17,9,94,10.44,0,6.3,52.90%,5.53
993,Brian Tyms,2012,2014,3,TOT,NFL,18,2,16,7,94,13.43,1,5.2,43.80%,5.88
994,Brandon Middleton,2007,2008,2,DET,NFL,13,0,13,9,93,10.33,1,7.2,69.20%,7.15
995,Malik Turner,2018,2019,2,SEA,NFL,11,0,9,7,93,13.29,0,8.5,77.80%,10.33
996,Kasen Williams,2015,2017,3,TOT,NFL,10,2,20,10,92,9.2,0,9.2,50.00%,4.6
997,Vyncint Smith,2018,2018,1,HTX,NFL,7,1,10,5,91,18.2,1,13,50.00%,9.1
998,Daryl Jones,2002,2004,3,TOT,NFL,15,6,18,8,90,11.25,0,6,44.40%,5
999,Johnnie Morant,2004,2006,3,RAI,NFL,15,2,14,8,90,11.25,0,6,57.10%,6.43
1000,Vernon Turner,1990,1995,6,TOT,NFL,54,1,9,9,90,10,1,1.7,,
1001,Todd Watkins,2008,2009,2,RAI,NFL,21,1,20,8,90,11.25,0,4.3,40.00%,4.5
1002,Hunter Renfrow,2019,2019,1,RAI,NFL,4,0,18,11,89,8.09,0,22.3,61.10%,4.94
1003,Wesley Walker,1989,1989,1,NYJ,NFL,6,3,,8,89,11.13,0,14.8,,
1004,Karsten Bailey,1999,2003,5,TOT,NFL,19,0,22,9,88,9.78,1,4.6,40.90%,4
1005,Aaron Burbridge,2016,2016,1,SFO,NFL,16,3,16,7,88,12.57,0,5.5,43.80%,5.5
1006,Travis McGriff,1999,2001,3,DEN,NFL,34,0,19,5,88,17.6,1,2.6,26.30%,4.63
1007,Noah Brown,2017,2018,2,DAL,NFL,21,3,17,9,87,9.67,0,4.1,52.90%,5.12
1008,Todd Devoe,2005,2006,2,DEN,NFL,15,0,15,9,87,9.67,1,5.8,60.00%,5.8
1009,Brett Swain,2009,2011,3,TOT,NFL,27,2,17,8,87,10.88,0,3.2,47.10%,5.12
1010,Arnold Jackson,2001,2002,2,CRD,NFL,32,2,24,14,86,6.14,1,2.7,58.30%,3.58
1011,Vernon Joines,1989,1990,2,CLE,NFL,20,0,,6,86,14.33,0,4.3,,
1012,Kaelin Clay,2015,2018,4,TOT,NFL,22,2,19,6,85,14.17,0,3.9,31.60%,4.47
1013,Brian Manning,1997,1998,2,TOT,NFL,10,0,13,7,85,12.14,0,8.5,53.80%,6.54
1014,Chris Thompson,2017,2017,1,HTX,NFL,13,0,6,5,84,16.8,0,6.5,83.30%,14
1015,Bobo Wilson,2017,2019,3,TAM,NFL,12,1,12,6,84,14,1,7,50.00%,7
1016,Cory Fleming,1994,1995,2,DAL,NFL,18,0,17,6,83,13.83,0,4.6,35.30%,4.88
1017,Will Franklin,2008,2008,1,KAN,NFL,13,1,17,7,83,11.86,0,6.4,41.20%,4.88
1018,Cameron Batson,2018,2018,1,OTI,NFL,11,2,11,8,82,10.25,0,7.5,72.70%,7.45
1019,Chad Lucas,2005,2007,3,TOT,NFL,3,1,5,5,82,16.4,0,27.3,100.00%,16.4
1020,ArDarius Stewart,2017,2017,1,NYJ,NFL,15,2,13,6,82,13.67,0,5.5,46.20%,6.31
1021,Derrick Williams,2009,2010,2,DET,NFL,18,1,18,9,82,9.11,0,4.6,50.00%,4.56
1022,Andy Jones,2017,2018,2,TOT,NFL,11,3,24,11,80,7.27,1,7.3,45.80%,3.33
1023,Jerome Mathis,2005,2007,3,HTX,NFL,17,0,14,6,80,13.33,1,4.7,42.90%,5.71
